id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,updated_at,quality_grade,license,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
1916450,2015-09-03 11:33:24,2015-09-03,2015-09-04 02:33:24 +0800,Pacific Time (US & Canada),,2991,sea-kangaroo,2019-01-09 16:44:42 +0800,needs_id,CC-BY,,"feeding, black, yellow",A few of them on a hedge covered with bell-shaped pink flowers.,1,0,false,,"Shoreline Park, Mountain View, California, USA",37.431629,-122.086966,9,,,false,,manual,Bombus,Bombus,Bumble Bees,Insecta,52775
1925761,"July 13, 2013",2013-07-13,,Pacific Time (US & Canada),,17796,wbsimey,2018-10-09 15:57:38 +0800,needs_id,CC-BY-NC,,"",,1,0,false,,grand view park san francisco,37.756263,-122.471845,191,,,false,,,Bumble Bees,Pyrobombus,,Insecta,538900
1938332,2015-09-11,2015-09-11,,Pacific Time (US & Canada),,8778,gyrrlfalcon,2017-10-23 02:50:40 +0800,research,CC-BY-NC,,"",Refused to settle on anything in sight,1,0,false,,"Stile Ranch Trail, San José",37.208634,-121.802065,819,,,false,,,Yellow-faced Bumblebee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
1949855,Tue Sep 15 2015 15:32:18 GMT-0700 (PDT),2015-09-15,2015-09-16 06:32:18 +0800,Pacific Time (US & Canada),,44845,alexshepard,2016-07-14 08:54:25 +0800,needs_id,CC-BY,,,,3,0,false,3,"San Francisco County, US-CA, US",37.7797083333,-122.4725883333,,,,false,,,Bumble Bees,Bombus,Bumble Bees,Insecta,52775
1952741,Wed Sep 16 2015 13:01:05 GMT-0700 (PDT),2015-09-16,2015-09-17 04:01:05 +0800,Pacific Time (US & Canada),,44845,alexshepard,2018-01-27 16:10:08 +0800,needs_id,CC-BY,,"",,3,0,false,3,"748–762 Park Presidio Blvd, San Francisco, CA, US",37.77413,-122.47158,,,,false,,,Bumble Bees,Bombus,Bumble Bees,Insecta,52775
1971414,2015-09-20 15:20:49,2015-09-20,2015-09-21 06:20:49 +0800,Pacific Time (US & Canada),,2991,sea-kangaroo,2019-01-10 03:18:18 +0800,needs_id,CC-BY,,"black, yellow","",2,0,false,,"Daly City, California, USA",37.732957,-122.502955,191,,,false,,google,Bombus,Bombus,Bumble Bees,Insecta,52775
2003148,2015-09-26,2015-09-26,,Pacific Time (US & Canada),,13979,robberfly,2020-01-29 05:30:11 +0800,research,CC-BY-NC,,"","",1,0,false,,"San Pedro Valley County Park, Pacifica, CA",37.573624,-122.472143,191,,,false,,,Yellow-faced Bumblebee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2005852,Sun Sep 27 2015 10:59:26 GMT-0700 (PDT),2015-09-27,2015-09-28 01:59:26 +0800,Pacific Time (US & Canada),,13979,robberfly,2018-02-20 08:01:07 +0800,needs_id,CC-BY-NC,,"",Sleeping on Cosmos....,0,0,false,3,"San Francisco Botanical Garden, San Francisco, CA, US",37.766333,-122.469247,500,,,false,,,Yellow-faced Bumblebee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2008615,2015-09-28 10:25:22 AM PDT,2015-09-28,2015-09-29 01:25:22 +0800,Pacific Time (US & Canada),,41329,heathermarie,2018-01-27 16:06:26 +0800,needs_id,CC-BY,,"","",1,0,false,2,"California, US",37.8471543919,-122.3508790378,13,obscured,,true,gps,gps,Pyrobombus,Pyrobombus,,Insecta,538900
2012966,Tue Sep 29 2015 16:00:35 GMT-0700 (PDT),2015-09-29,2015-09-30 07:00:35 +0800,Pacific Time (US & Canada),,6964,ivanparr,2016-07-14 08:56:39 +0800,casual,CC-BY,,,,0,0,false,3,"W Point Ave, Moss Beach, CA, US",37.502485,-122.498771,30,,,false,,,Yellow-faced Bumblebee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2094555,Sat Oct 10 2015 13:02:09 GMT-0700 (PDT),2015-10-10,2015-10-11 04:02:09 +0800,Pacific Time (US & Canada),,8778,gyrrlfalcon,2016-04-15 03:46:37 +0800,research,CC-BY-NC,,,,1,0,false,3,"Mountain Lake Park, San Francisco, CA, US",37.787139,-122.471575,10,,,false,,,Yellow-faced Bumblebee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2146415,Fri Oct 16 2015 15:49:48 GMT-0700 (PDT),2015-10-16,2015-10-17 06:49:48 +0800,Pacific Time (US & Canada),,13979,robberfly,2019-10-16 21:51:39 +0800,needs_id,CC-BY-NC,,"",Almost stepped on her. Powerful to watch her last moments of life...,0,0,false,3,"4138 17th St, San Francisco, CA, US",37.762507,-122.43763,5,,,false,,,Pyrobombus,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2340533,Sun Nov 01 2015 16:06:43 GMT-0800 (PST),2015-11-01,2015-11-02 08:06:43 +0800,Pacific Time (US & Canada),,3204,amybird,2020-01-11 05:36:25 +0800,needs_id,CC-BY-NC,,"",,2,0,false,3,"The Presidio of San Francisco, San Francisco, CA, US",37.7877366667,-122.4754633333,,,,false,,,Pyrobombus,Pyrobombus,,Insecta,538900
2353347,Thu Nov 05 2015 17:27:14 GMT-0800 (PST),2015-11-05,2015-11-06 09:27:14 +0800,Pacific Time (US & Canada),,131019,sacorangepark,2019-12-14 03:05:23 +0800,needs_id,CC-BY-NC,,,Bee,2,0,false,3,"",37.65175,-122.4274966667,,,,false,,,Bumble Bees,Bombus,Bumble Bees,Insecta,52775
2371199,2015-10-17 6:04:08 PM PDT,2015-10-17,2015-10-18 09:04:08 +0800,Pacific Time (US & Canada),,657,tunefultoad,2016-07-14 09:05:04 +0800,casual,,,,Alta plaza park in SF,0,0,false,2,,37.7903774,-122.43903448,7,,,false,gps,gps,Bombus sp,Bombus,Bumble Bees,Insecta,52775
2374611,2015-11-12 12:05,2015-11-12,2015-11-13 04:05:00 +0800,Pacific Time (US & Canada),,141551,philwarren,2019-12-13 09:01:21 +0800,needs_id,CC-BY-NC,,"","",3,0,false,,"Sonoma County, US-CA, US",38.30668,-123.015739,3,,,false,,,Bumble Bees,Bombus,Bumble Bees,Insecta,52775
2383115,2015-11-10 17:01:39,2015-11-10,2015-11-11 11:01:39 +0800,Hawaii,,71497,raulagrait,2019-11-16 08:51:59 +0800,needs_id,CC-BY,,"",,2,0,false,,San Francisco,37.764354,-122.405498,116,,,false,,,Pyrobombus,Pyrobombus,,Insecta,538900
2411931,2014-05-03,2014-05-03,,Pacific Time (US & Canada),,31064,drw,2016-07-14 09:07:31 +0800,needs_id,CC-BY-NC,,"","",0,0,false,,"1619 Page Street, San Francisco, CA",37.770867,-122.447623,191,,,false,,google,Yellow-faced Bumblebee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2470303,2015-11-28,2015-11-28,,Pacific Time (US & Canada),,108450,rjadams55,2019-12-19 15:33:41 +0800,research,CC-BY-NC,,"","According to Bumblebee expert Dr. Robbin Thorp, this is a female and likely a queen, based on the time of year. It was feeding at this flowering shrub at the back edge of the coastal dunes. ",1,0,false,,Ano Nuevo State Park,37.114875,-122.326006,6,,,false,,,Yellow-faced Bumblebee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2471827,2015-12-12,2015-12-12,,Pacific Time (US & Canada),,16131,kschnei,2019-12-29 03:26:15 +0800,research,CC-BY-NC,,"",Late-flying bumble bee in the Presidio today.,2,0,false,,"Fort Scott, San Francisco, CA",37.800326,-122.475184,,,open,false,,,Black-tailed Bumble Bee,Bombus melanopygus,Black-tailed Bumble Bee,Insecta,130222
2485674,Thu Nov 05 2015 17:27:14 GMT-0800 (PST),2015-11-05,2015-11-06 09:27:14 +0800,Pacific Time (US & Canada),,131019,sacorangepark,2019-12-14 03:08:06 +0800,needs_id,CC-BY-NC,,,"Bee
",0,0,false,3,"207 W Orange Ave, South San Francisco, CA, US",37.65175,-122.4274966667,,,,false,,,,Bombus,Bumble Bees,Insecta,52775
2487238,Fri Dec 18 2015 11:43:44 GMT-0800 (PST),2015-12-18,2015-12-19 03:43:44 +0800,Pacific Time (US & Canada),,16404,ross2,2018-01-15 22:52:01 +0800,research,CC-BY-NC,,"","Looks to have two pair of wings.  It stung me when I tried to squish it, but did not get any venom in.  Found indoors",1,0,false,3,"812 Laurelwood Dr, San Mateo, CA, US",37.527795,-122.3148283333,,,,false,,"",Black-tailed Bumble Bee,Bombus melanopygus,Black-tailed Bumble Bee,Insecta,130222
2537334,2015-07-29,2015-07-29,,Pacific Time (US & Canada),,61883,cae1,2018-11-16 20:39:14 +0800,research,CC-BY-NC,,"",Queen with three drones. They were in the grass beside the bay trail. Queen climbed onto the twig so I could take the photo.,2,0,false,,Brisbane Ca,37.67268,-122.383575,759,,,false,,,Yellow-faced Bumble Bee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2549544,2015-06-09,2015-06-09,,Pacific Time (US & Canada),,161606,setibarbara,2018-01-15 22:01:33 +0800,needs_id,CC-BY-NC,,"bees, bumblebee",bumblebee on california poppy,1,0,false,,"Ano Nuevo State Park, California",37.143,-122.340045,191,,,false,,,Bumble Bees,Pyrobombus,,Insecta,538900
2574462,2016-01-11 16:36:28,2016-01-11,2016-01-12 08:36:28 +0800,Pacific Time (US & Canada),,16101,dpom,2016-07-14 09:14:57 +0800,research,CC-BY-NC,,"",,1,0,false,,"San Mateo, California, United States",37.4980277778,-122.4966527778,,,,false,,,Bombus vosnesenskii (Yellow-faced Bumblebee),Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2574792,2016-01-11 18:48:10,2016-01-11,2016-01-12 10:48:10 +0800,Pacific Time (US & Canada),,26610,anudibranchmom,2017-05-10 03:47:27 +0800,needs_id,CC-BY-NC,,2016-01-11 HMB,"",1,0,false,,"San Mateo, California, United States",37.4993972222,-122.4961361111,,,,false,,,Yellow-faced Bumblebee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2607925,"2015-10-05, 10:26",2015-10-05,2015-10-06 01:26:00 +0800,Pacific Time (US & Canada),,11548,teachoutside,2020-01-15 02:57:04 +0800,needs_id,CC-BY-NC-ND,,"","This bumble bee was on a hose and did not make any attempts to fly away as the children and I observed it, appearing ill and off-balanced as it walked slowly.",0,0,false,,"California, US",37.9758191462,-122.3345393476,8,,obscured,true,,,Pyrobombus,Bombus caliginosus,Fog-belt Bumble Bee,Insecta,344228
2627913,2016-01-27 16:20:38,2016-01-27,2016-01-28 08:20:38 +0800,Pacific Time (US & Canada),,2991,sea-kangaroo,2019-01-10 03:13:18 +0800,needs_id,CC-BY,,"pollinator, black, yellow","",2,0,false,,"Mountain View Baylands, California, USA",37.431702,-122.08688,,,,false,,manual,Bombus,Bombus,Bumble Bees,Insecta,52775
2637792,Mon Feb 01 2016 12:15:14 GMT-0800 (PST),2016-02-01,2016-02-02 04:15:14 +0800,Pacific Time (US & Canada),,13979,robberfly,2020-01-17 07:19:11 +0800,research,CC-BY-NC,,,"",1,0,false,3,"Bernal Heights Park, San Francisco, CA, US",37.7425116667,-122.4124616667,,,,false,,,Yellow-faced Bumblebee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2644380,2015-04-18 15:56:00,2015-04-18,2015-04-19 06:56:00 +0800,Pacific Time (US & Canada),,23297,mrchasse,2016-07-14 09:18:53 +0800,research,CC-BY-NC-ND,,"",,2,0,false,,"Brooks Street, Presidio of San Francisco",37.789904,-122.481042,4,,,false,,,Yellow-faced Bumblebee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2675242,2016-02-11,2016-02-11,,Pacific Time (US & Canada),,61883,cae1,2019-02-20 05:25:33 +0800,research,CC-BY-NC,,"",Dead in the street.,3,0,false,,"Kings Rd, Brisbane, CA, US",37.678692,-122.405527,105,,,false,,,California Bumble Bee,Bombus californicus,California Bumble Bee,Insecta,124420
2701023,2016-02-20,2016-02-20,,Pacific Time (US & Canada),,61883,cae1,2018-11-18 15:34:31 +0800,research,CC-BY-NC,,"","",2,0,false,,"Brisbane CA, US",37.664489,-122.394326,26,,,false,,,Yellow-faced Bumble Bee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2715825,Tue Feb 23 2016 14:16:37 GMT-0800 (PST),2016-02-23,2016-02-24 06:16:37 +0800,Pacific Time (US & Canada),,139520,shellbell,2020-03-16 13:06:43 +0800,needs_id,,,,,1,0,false,3,"Sonoma County, US-CA, US",38.506378419,-122.9839008193,,obscured,,true,,,Bumblebees,Bombus,Bumble Bees,Insecta,52775
2716687,Wed Feb 24 2016 12:08:46 GMT-0800 (PST),2016-02-24,2016-02-25 04:08:46 +0800,Pacific Time (US & Canada),,184179,anireyes,2019-02-23 12:18:09 +0800,needs_id,CC-BY-NC,,,,2,0,false,3,"Chabot-Las Positas Comm Coll, Livermore, CA, US",37.7103157359,-121.7966227383,201,,,false,,,Bumblebees,Bombus,Bumble Bees,Insecta,52775
2719040,Thu Feb 25 2016 12:25:55 GMT-0800 (PST),2016-02-25,2016-02-26 04:25:55 +0800,Pacific Time (US & Canada),,13979,robberfly,2020-01-18 06:23:58 +0800,research,CC-BY-NC,,"",,1,0,false,3,"San Bruno Mt State and Cnty PK, South San Francisco, CA, US",37.67813,-122.4187166667,,,open,false,,,Black-tailed Bumble Bee,Bombus melanopygus,Black-tailed Bumble Bee,Insecta,130222
2722421,Sat Feb 27 2016 14:01:44 GMT-0800 (PST),2016-02-27,2016-02-28 06:01:44 +0800,Pacific Time (US & Canada),,13979,robberfly,2016-07-14 09:21:29 +0800,research,CC-BY-NC,,,Ssp. Edwardsii,1,0,false,3,"The Presidio of San Francisco, San Francisco, CA, US",37.7911383333,-122.458245,500,,,false,,,Black-tailed Bumblebee,Bombus melanopygus,Black-tailed Bumble Bee,Insecta,130222
2732557,Mon Feb 29 2016 11:22:52 GMT-0800 (PST),2016-02-29,2016-03-01 03:22:52 +0800,Pacific Time (US & Canada),,13979,robberfly,2020-01-18 06:22:31 +0800,research,CC-BY-NC,,,,1,0,false,3,"Twin Peaks Park, San Francisco, CA, US",37.750225,-122.448745,,,,false,,,Yellow-faced Bumblebee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2732589,2016-02-29,2016-02-29,,Pacific Time (US & Canada),,61883,cae1,2018-11-18 15:35:24 +0800,research,CC-BY-NC,,"",Sipping nectar from borage flowers in the community garden.,2,0,false,,"Brisbane CA, US",37.68492,-122.403992,26,,,false,,,Yellow-faced Bumble Bee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2744927,2016-03-04 09:40:01,2016-03-04,2016-03-05 01:40:01 +0800,Pacific Time (US & Canada),,23297,mrchasse,2019-02-27 00:47:03 +0800,needs_id,CC-BY-NC-ND,,"",Visiting flowers of Franciscan Manzanita (Arctostaphylos franciscana).,2,0,false,,"California, US",37.9988410718,-122.4049196644,8,obscured,open,true,,,Black-tailed Bumble Bee,Bombus melanopygus,Black-tailed Bumble Bee,Insecta,130222
2764731,2016-03-09,2016-03-09,,Pacific Time (US & Canada),,31131,rita,2019-02-23 12:24:02 +0800,needs_id,CC-BY-NC,,"",Feeding on Ceanothus and Lupine and buzzing around very quickly.,4,0,false,,"California, US",38.152960034,-122.3752939155,,,obscured,true,,,Bumble Bees,Bombus,Bumble Bees,Insecta,52775
2769448,Fri Mar 11 2016 13:30:36 GMT-0800 (PST),2016-03-11,2016-03-12 05:30:36 +0800,Pacific Time (US & Canada),,44845,alexshepard,2019-02-27 01:12:47 +0800,needs_id,CC-BY,,"",,2,0,false,3,"The Presidio of San Francisco, San Francisco, CA, US",37.7873216667,-122.47512,,,,false,,,Pyrobombus,Pyrobombus,,Insecta,538900
2771128,Wed Jan 20 2016 10:03:56 GMT-0800 (PST),2016-01-20,2016-01-21 02:03:56 +0800,Pacific Time (US & Canada),,172345,alisakim,2018-04-28 04:14:28 +0800,research,CC-BY,,"",One queen and two smaller (female?) bees flew out of a ground nest after it was disturbed by well-meaning volunteers.,1,0,false,3,"Presidio Golf Course and Clubhouse, San Francisco, CA, US",37.7890166667,-122.4667666667,,,,false,,,Bombus melanopygus edwardsii,Bombus melanopygus edwardsii,,Insecta,474586
2771174,Sat Oct 31 2015 11:55:48 GMT-0700 (PDT),2015-10-31,2015-11-01 02:55:48 +0800,Pacific Time (US & Canada),,172345,alisakim,2019-11-02 01:04:50 +0800,needs_id,CC-BY,,"",Queen bee! On planted seaside daisy. At an overlook. The best.,0,0,false,3,"USS San Francisco Memorial, San Francisco, CA, US",37.78303,-122.5112,,,,false,,,Pyrobombus,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2789048,2016-03-15 18:21:26,2016-03-15,2016-03-16 09:21:26 +0800,Pacific Time (US & Canada),,28,tiwane,2019-02-23 12:34:30 +0800,research,CC-BY-NC,,Bombus vosnesenskii,,1,0,false,,"Middle Harbor Shoreline Park, Alameda, California, United States",37.8061333333,-122.332665,,,,false,,,Bombus vosnesenskii,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2794724,2016-03-16,2016-03-16,,Pacific Time (US & Canada),,2873,jmaughn,2019-02-23 12:37:10 +0800,research,CC-BY-NC,,"","",1,0,false,,"Santa Clara County, US-CA, US",37.1361922612,-121.741535005,8,obscured,,true,,manual,Yellow-faced Bumblebee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2803662,2016-03-19 10:54:50 AM PDT,2016-03-19,2016-03-20 01:54:50 +0800,Pacific Time (US & Canada),,31034,pbrastow,2019-12-22 05:31:53 +0800,needs_id,CC-BY,,"",,1,0,false,2,"801-899 Bay St San Francisco, CA 94109",37.8046615,-122.4204018,20,,,false,,,Bumble Bees,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2805479,Sat Mar 19 2016 10:49:59 GMT-0700 (PDT),2016-03-19,2016-03-20 01:49:59 +0800,Pacific Time (US & Canada),,819,rebeccafay,2016-07-14 09:25:53 +0800,research,CC-BY-NC,,,,1,0,false,3,"San Francisco County, US-CA, US",37.801875,-122.40538,,,,false,,,Yellow-faced Bumblebee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2813250,2016-03-19 11:15:40,2016-03-19,2016-03-20 02:15:40 +0800,Pacific Time (US & Canada),,13370,rudyard,2019-02-28 06:28:22 +0800,research,CC-BY-NC,,"",,3,0,false,,"San Francisco, California, United States",37.8032527778,-122.44705,,,open,false,,,Black-tailed Bumble Bee,Bombus melanopygus,Black-tailed Bumble Bee,Insecta,130222
2826975,2016-03-23,2016-03-23,,Pacific Time (US & Canada),,5327,direbecca,2019-02-01 13:47:34 +0800,research,,,"",Feeding on Pacific Pea.,1,0,false,,North Sonoma Mt. RP,38.360771,-122.604439,,,,false,,,Bombus melanopygus edwardsii,Bombus melanopygus edwardsii,,Insecta,474586
2826994,2016-03-18 16:16:33,2016-03-18,2016-03-19 07:16:33 +0800,Pacific Time (US & Canada),,2991,sea-kangaroo,2019-01-10 03:12:38 +0800,research,CC-BY,,"feeding, black, yellow",All photos are of the same individual.,1,0,false,,"Rancho San Antonio Open Space Preserve, California, USA",37.348931,-122.137569,19,,,false,,manual,Yellow-faced Bumblebee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2827294,Thu Mar 24 2016 13:26:43 GMT-0700 (PDT),2016-03-24,2016-03-25 04:26:43 +0800,Pacific Time (US & Canada),,13979,robberfly,2019-02-28 09:07:12 +0800,research,CC-BY-NC,,"","Not the best shot but I think I'm correct.,.",2,0,false,3,"Marin Headlands, Sausalito, CA, US",37.83458,-122.4727033333,,,open,false,,,Black-tailed Bumble Bee,Bombus melanopygus,Black-tailed Bumble Bee,Insecta,130222
2836113,2016-03-26 10:19:20,2016-03-26,2016-03-27 01:19:20 +0800,Pacific Time (US & Canada),,28,tiwane,2019-02-23 13:09:05 +0800,research,CC-BY-NC,,"Bombus vosnesenskii, alum rock park, macro, santa clara county","",1,0,false,,"Alum Rock Park, Santa Clara, California, United States",37.3972383333,-121.7995083333,,,,false,,,Yellow-faced Bumblebee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2854596,2016-03-30 4:08:23 PM PDT,2016-03-30,2016-03-31 07:08:23 +0800,Pacific Time (US & Canada),,178669,jasonar,2018-11-15 06:56:03 +0800,needs_id,CC-BY-NC,,"",,2,0,false,2,"4750 Lick Mill Blvd Santa Clara, CA 95054",37.4054961487,-121.9552209601,688,,,false,gps,gps,Bumble Bees,Bombus melanopygus,Black-tailed Bumble Bee,Insecta,130222
2862726,2016-03-31 11:15 AM PDT,2016-03-31,2016-04-01 02:15:00 +0800,Pacific Time (US & Canada),,23297,mrchasse,2019-03-01 07:45:09 +0800,research,CC-BY-NC-ND,,"",Visiting San Francisco wallflower (Erysimum franciscanum).,2,0,false,,"California, US",37.6483399714,-122.4560571939,21,obscured,open,true,,,Black-tailed Bumble Bee,Bombus melanopygus,Black-tailed Bumble Bee,Insecta,130222
2863574,2016-04-01 2:30:34 PM PDT,2016-04-01,2016-04-02 05:30:34 +0800,Pacific Time (US & Canada),,81204,nire,2016-07-14 09:30:37 +0800,casual,,,,queen,0,0,false,2,"3111 Morgan Territory Rd Clayton, CA 94517",37.89496243,-121.87442766,4,,,false,,,Black-tailed Bumblebee,Bombus melanopygus,Black-tailed Bumble Bee,Insecta,130222
2863578,2016-04-01 2:30:52 PM PDT,2016-04-01,2016-04-02 05:30:52 +0800,Pacific Time (US & Canada),,81204,nire,2016-07-14 09:30:38 +0800,casual,,,,"quee,",0,0,false,2,"3111 Morgan Territory Rd Clayton, CA 94517",37.89496889,-121.87440754,3,,,false,,,Yellow-faced Bumblebee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2869406,Sat Apr 02 2016 17:44:09 GMT-0700 (PDT),2016-04-02,2016-04-03 08:44:09 +0800,Pacific Time (US & Canada),,44845,alexshepard,2016-06-16 22:53:39 +0800,needs_id,CC-BY,,,,2,0,false,3,"375 16th Ave, San Francisco, CA, US",37.781025,-122.4751966667,,,,false,,,Yellow-faced Bumblebee,Bombus,Bumble Bees,Insecta,52775
2869500,Sat Apr 02 2016 16:16:50 GMT-0700 (PDT),2016-04-02,2016-04-03 07:16:50 +0800,Pacific Time (US & Canada),,52084,a2lau,2018-01-15 22:02:39 +0800,needs_id,CC-BY-NC,,"",,1,0,false,3,"381-383 Filbert St, San Francisco, CA, US",37.8016967074,-122.4059737582,31,,,false,,,Bumble Bees,Bombus,Bumble Bees,Insecta,52775
2873615,2016-04-02 1:09:32 PM PDT,2016-04-02,2016-04-03 04:09:32 +0800,Pacific Time (US & Canada),,33419,pv137,2018-11-15 06:53:16 +0800,needs_id,CC-BY-NC,,"","",2,0,false,2,"Mount Diablo State Park, Contra Costa County, US-CA, US",37.89616759,-121.89552908,9,,,false,,,Bumble Bees,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2883326,2016-04-04 12:21:30,2016-04-04,2016-04-05 03:21:30 +0800,Pacific Time (US & Canada),,16101,dpom,2019-03-02 03:49:10 +0800,research,CC-BY-NC,,"",,2,0,false,,"Pulgas Ridge Open Space Preserve, San Mateo, California, United States",37.485735,-122.29562,,,open,false,,,Black-tailed Bumble Bee,Bombus melanopygus,Black-tailed Bumble Bee,Insecta,130222
2887404,2016-04-05,2016-04-05,,Pacific Time (US & Canada),,88577,nelruzam,2019-03-02 07:53:36 +0800,research,,,"","",2,0,false,,Hood Mountain Regional Park,38.487484,-122.558262,103,,open,false,,,Black-tailed Bumble Bee,Bombus melanopygus,Black-tailed Bumble Bee,Insecta,130222
2888030,Tue Apr 05 2016 13:31:53 GMT-0700 (PDT),2016-04-05,2016-04-06 04:31:53 +0800,Pacific Time (US & Canada),,8778,gyrrlfalcon,2016-09-23 11:02:41 +0800,needs_id,CC-BY-NC,,,,0,0,false,3,"1764 N Shoreline Blvd, Mountain View, CA, US",37.4184033333,-122.0785971667,,,,false,,,Yellow-faced Bumblebee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2894716,2016-04-05,2016-04-05,,Hawaii,,80832,deejay,2020-01-29 04:46:32 +0800,research,,,"","A large, robust bumblebee.",2,0,false,,"Alum Rock Park, San Jose, CA",37.396668,-121.802954,8,,,false,,,California Bumble Bee,Bombus californicus,California Bumble Bee,Insecta,124420
2902382,Fri Apr 08 2016 16:39:19 GMT-0700 (PDT),2016-04-08,2016-04-09 07:39:19 +0800,Pacific Time (US & Canada),,168642,libbing_life,2019-07-06 04:26:57 +0800,research,,,"",,2,0,false,3,"14500 Montebello Rd, Cupertino, CA, US",37.2893833333,-122.0937055,,,open,false,,,Black-tailed Bumble Bee,Bombus melanopygus,Black-tailed Bumble Bee,Insecta,130222
2903827,Fri Apr 08 2016 14:11:22 GMT-0700 (PDT),2016-04-08,2016-04-09 05:11:22 +0800,Pacific Time (US & Canada),,172345,alisakim,2019-03-02 13:59:04 +0800,needs_id,CC-BY,,"","Native bee, native plant, favorite kind of bee and plant.",0,0,false,3,"The Presidio of San Francisco, San Francisco, CA, US",37.8056,-122.4776383333,,,,false,,,Pyrobombus,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
2905966,2016-04-08,2016-04-08,,Pacific Time (US & Canada),,5327,direbecca,2019-12-25 16:56:43 +0800,research,,,"","Three of many, on a small French Lavender patch.",2,0,false,,North Sonoma Mt. RP,38.364095,-122.600868,,,open,false,,,Black-tailed Bumble Bee,Bombus melanopygus,Black-tailed Bumble Bee,Insecta,130222
2907341,Sat Apr 09 2016 13:49:09 GMT-0700 (PDT),2016-04-09,2016-04-10 04:49:09 +0800,Pacific Time (US & Canada),,167170,joshg,2019-03-02 14:26:50 +0800,research,CC-BY-NC,,"",,2,0,false,3,"San Francisco Zoo, San Francisco, CA, US",37.7332223766,-122.504981775,5,,open,false,,,Black-tailed Bumble Bee,Bombus melanopygus,Black-tailed Bumble Bee,Insecta,130222
2912528,Sun Jul 19 2009 10:04:15 GMT-0700 (PDT),2009-07-19,2009-07-20 01:04:15 +0800,Pacific Time (US & Canada),,213869,bobio,2018-03-25 13:49:46 +0800,needs_id,CC-BY-NC,,"",Bombus on Cirsium vulgare,1,0,false,3,"94924, Bolinas, CA, US",37.9064306798,-122.6940100516,305,,,false,,,Bumble Bees,Pyrobombus,,Insecta,538900
2924921,Tue Apr 12 2016 14:17:37 GMT-0700 (PDT),2016-04-12,2016-04-13 05:17:37 +0800,Pacific Time (US & Canada),,28,tiwane,2019-03-04 12:57:37 +0800,research,CC-BY-NC,,"",,2,0,false,3,"Fort Cronkhite, Sausalito, CA, US",37.8329,-122.539405,,,open,false,,,Black-tailed Bumble Bee,Bombus melanopygus,Black-tailed Bumble Bee,Insecta,130222
2930239,2016-04-13 8:48:09 am GMT-07:00,2016-04-13,2016-04-13 09:48:09 +0800,Bangkok,,76555,ziplehnus,2018-02-19 18:02:05 +0800,needs_id,CC-BY-NC,,"",Yellow faced bumblebee,1,0,false,2,"10 Funston Ave San Francisco, CA 94118",37.78667311,-122.47200065,6,,,false,,,Black-tailed Bumble Bee,Bombus melanopygus,Black-tailed Bumble Bee,Insecta,130222
2931791,2016-04-13,2016-04-13,,Pacific Time (US & Canada),,2873,jmaughn,2017-08-04 20:36:01 +0800,research,CC-BY-NC,,"","",1,0,false,,"Rosicrusian Park, Santa Clara Co. CA",37.334328,-121.922194,19,,,false,,manual,Yellow-faced Bumblebee,Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,57689
