Calendar_Year,Sector_General,Sector_Detail1,Sector_Detail2,Sector_GPC,Sector_GPC_Detail,Commodity_Type,Emissions_mtCO2e,Biogenic_Emissions_mtCO2e,Quantity,Quantity_Units
2005,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,Diesel,52188.23,0.00,5111293.00,gallons
2005,Transportation,Public Transportation,Ferry,Transportation,Waterborne Navigation - Ferry,Diesel,87646.93,0.00,8635124.17,gallons
2005,Buildings,Commercial & Industrial,PG&E Commercial & Industrial,Stationary,Commercial & Institutional Buildings and Facilities,Natural Gas,614484.71,0.00,115470958.00,Therm
2005,Buildings,Residential,PG&E Residential,Stationary,Residential Buildings,Natural Gas,761622.99,0.00,143120463.00,Therm
2005,Municipal,Municipal Buildings,PG&E Municipal Buildings,Stationary,Commercial & Institutional Buildings and Facilities,Natural Gas,120132.09,0.00,22574634.00,Therm
2005,Buildings,Residential,PG&E Residential Natural Gas Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,143573.48,0.00,2591893.82,Therm
2005,Buildings,Residential,PG&E Residential Natural Gas Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,214963.60,0.00,3880680.81,Therm
2005,Municipal,Municipal Buildings,PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,22646.09,0.00,408823.82,Therm
2005,Municipal,Municipal Buildings,PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,33906.57,0.00,612106.38,Therm
2005,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,129411.75,0.00,2336235.88,Therm
2005,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,193760.13,0.00,3497900.13,Therm
2005,Buildings,Residential,PG&E Residential Electric Power Transmission & Distribution Loss,Stationary,Residential Buildings,Electricity,42427.46,0.00,138531444.70,kWh
2005,Transportation,Public Transportation,Rail - BART,Transportation,Railways - Bay Area Rapid Transit Traction,Electricity,56657.63,0.00,281021740.00,kWh
2005,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,Electricity,6522.97,0.00,95047340.00,kWh
2005,Buildings,Residential,PG&E Residential,Stationary,Residential Buildings,Electricity,417305.49,0.00,1362559279.00,kWh
2005,Buildings,Direct Access,PG&E Direct Access Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,15448.94,0.00,26509995.52,kWh
2005,Buildings,Direct Access,PG&E Direct Access,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,279113.58,0.00,478952042.00,kWh
2005,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,88644.40,0.00,289436057.60,kWh
2005,Buildings,Commercial & Industrial,PG&E Commercial & Industrial,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,871883.32,0.00,2846817824.00,kWh
2005,Municipal,Municipal Buildings,SFPUC Municipal Buildings,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,56865.75,0.00,828601268.00,kWh
2005,Wastewater,Wastewater (Digester Gas),Wastewater (Digester Gas),Stationary,Commercial & Institutional Buildings and Facilities,Sludge gas,95.16,16594.41,304751.51,MMBTU
2010,Buildings,Residential,CleanPowerSF Residential SuperGreen Product,Stationary,Residential Buildings,Electricity,0.00,0.00,0.00,kWh
2010,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,B5,0.00,0.00,0.00,gallons
2010,Buildings,Commercial & Industrial,PG&E District,Stationary,Commercial & Institutional Buildings and Facilities,Natural Gas,0.00,0.00,0.00,Therm
2010,Buildings,Commercial & Industrial,PG&E District Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,0.00,0.00,0.00,Therm
2010,Buildings,Commercial & Industrial,PG&E District Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,0.00,0.00,0.00,Therm
2010,Transportation,Public Transportation,Bus - Caltrain,Transportation,On-Road Transportation - Caltrain Buses,CNG,0.00,0.00,0.00,gallons
2010,Municipal,Municipal Buildings,PG&E Municipal Buildings Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,0.00,kWh
2010,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,B20,0.00,0.00,0.00,gallons
2010,Transportation,Public Transportation,Rail - BART,Transportation,Railways - Bay Area Rapid Transit PG&E,Electricity,0.00,0.00,0.00,kWh
2010,Buildings,Commercial & Industrial,CleanPowerSF Commercial SuperGreen Product,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,0.00,kWh
2010,Buildings,Residential,CleanPowerSF Residential Green Product Electric Power Transmission & Distribution Loss,Stationary,Residential Buildings,Electricity,0.00,0.00,0.00,kWh
2010,Municipal,Municipal Buildings,PG&E Municipal Buildings,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,0.00,kWh
2010,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Renewable CNG,0.00,0.00,0.00,gallons
2010,Buildings,Commercial & Industrial,PG&E District Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,0.00,kWh
2010,Buildings,Residential,CleanPowerSF Residential Green Product,Stationary,Residential Buildings,Electricity,0.00,0.00,0.00,kWh
2010,Buildings,Commercial & Industrial,PG&E District,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,0.00,kWh
2010,Buildings,Commercial & Industrial,CleanPowerSF Commercial Green Product Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,0.00,kWh
2010,Buildings,Commercial & Industrial,CleanPowerSF Commercial Green Product,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,0.00,kWh
2010,Transportation,Public Transportation,Rail - BART,Transportation,Railways - Bay Area Rapid Transit Other Power Contracts,Electricity,0.00,0.00,0.00,kWh
2010,Transportation,Public Transportation,Bus - Golden Gate Transit,Transportation,On-Road Transportation - Golden Gate Transit Buses,Renewable Diesel,0.00,0.00,0.00,gallons
2010,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Renewable Diesel,0.00,0.00,0.00,gallons
2010,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,Renewable Diesel,0.00,0.00,0.00,gallons
2010,Agriculture,Agriculture/Farming,Agriculture/Farming,Stationary,"Agriculture, Forestry and Fishing Activities",Other Unspecified Fuels,109.00,0.00,0.00,mtCO2e
2010,Buildings,Commercial & Industrial,Additional Stationary Sources,Stationary,Energy Industries,Gas Oil,70.50,0.00,0.00,mtCO2e
2010,Agriculture,Agriculture/Farming,Agriculture/Farming,"Agriculture, Forestry and Other Land Use",Land,Other Unspecified Fuels,5346.90,0.00,0.00,mtCO2e
2010,Transportation,Diesel - Ships and Boats (non-Ferry),Diesel - Ships and Boats (non-Ferry),Transportation,Waterborne Navigation - non-Ferry,Diesel,406414.36,0.00,0.00,mtCO2e
2010,Buildings,Residential,Other Residential Fuel Usage,Stationary,Commercial & Institutional Buildings and Facilities,"LPGas, Liquid fuel, solid fuel",23655.00,0.00,0.00,mtCO2e
2010,Agriculture,Agriculture/Farming,Agriculture/Farming,"Agriculture, Forestry and Other Land Use",Land,Animal Waste,81034.44,0.00,0.00,mtCO2e
2010,Transportation,Off-Road Equipment,Off-Road Equipment,Stationary,Non-specified Sources,Other Unspecified Fuels,144053.22,0.00,0.00,mtCO2e
2010,Transportation,Cars & Trucks,Cars & Trucks,Transportation,On-road Transportation - Cars and Trucks,Gasoline,2085257.45,0.00,3910784575.50,miles
2010,Landfilled Organics,Landfilled Organics,Landfilled Organics,Waste,Solid Waste Disposal,Solid Waste,244625.03,0.00,444398.00,tons
2010,Buildings,Commercial & Industrial,Steam - NRG,Stationary,Commercial & Institutional Buildings and Facilities,Steam,64223.61,0.00,12101591.25,Therm
2010,Wastewater,Wastewater (Fugitive),Wastewater (Fugitive),Waste,Wastewater Treatment and Discharge,Fugitive Emissions,3845.22,0.00,10119.67,Avg kgN/day
2010,Wastewater,Wastewater (Process),Wastewater (Process),Waste,Wastewater Treatment and Discharge,Process Emissions,852.98,0.00,805235.00,people
2010,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Propane,91.37,0.00,15441.69,gallons
2010,Transportation,Public Transportation,Bus - Caltrain,Transportation,On-Road Transportation - Caltrain Buses,Diesel,58.44,0.00,5721.52,gallons
2010,Transportation,Public Transportation,Bus - Caltrain,Transportation,On-Road Transportation - Caltrain Buses,Gasoline,242.77,0.00,27607.58,gallons
2010,Transportation,Public Transportation,Rail - Caltrain,Transportation,Railways - Caltrain,Diesel,12033.90,0.00,1185600.00,gallons
2010,Transportation,Public Transportation,Ferry,Transportation,Waterborne Navigation - Ferry,Diesel,34103.47,0.00,3359932.00,gallons
2010,Transportation,Public Transportation,Bus - Golden Gate Transit,Transportation,On-Road Transportation - Golden Gate Transit Buses,Diesel,3320.19,0.00,325054.50,gallons
2010,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Gasoline,20413.44,0.00,2267835.81,gallons
2010,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Diesel,10478.76,0.00,286655.19,gallons
2010,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,Diesel,43830.60,0.00,4292751.00,gallons
2010,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,CNG,2622.06,0.00,420263.12,gallons
2010,Buildings,Commercial & Industrial,PG&E Commercial & Industrial,Stationary,Commercial & Institutional Buildings and Facilities,Natural Gas,609521.19,0.00,114880962.00,Therm
2010,Buildings,Residential,PG&E Residential,Stationary,Residential Buildings,Natural Gas,782960.41,0.00,147570333.00,Therm
2010,Municipal,Municipal Buildings,PG&E Municipal Buildings,Stationary,Commercial & Institutional Buildings and Facilities,Natural Gas,119859.68,0.00,22590840.00,Therm
2010,Buildings,Residential,PG&E Residential Natural Gas Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,220985.96,0.00,3989400.92,Therm
2010,Buildings,Residential,PG&E Residential Natural Gas Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,147595.79,0.00,2664507.62,Therm
2010,Municipal,Municipal Buildings,PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,22594.74,0.00,407896.79,Therm
2010,Municipal,Municipal Buildings,PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,33829.69,0.00,610718.40,Therm
2010,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,192195.03,0.00,3469645.75,Therm
2010,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,128366.42,0.00,2317364.88,Therm
2010,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,Electricity,1479.32,0.00,100658624.00,kWh
2010,Transportation,Public Transportation,Rail - BART,Transportation,Railways - Bay Area Rapid Transit Traction,Electricity,56011.68,0.00,304121391.19,kWh
2010,Buildings,Residential,PG&E Residential,Stationary,Residential Buildings,Electricity,335194.72,0.00,1418109755.00,kWh
2010,Buildings,Residential,PG&E Residential Electric Power Transmission & Distribution Loss,Stationary,Residential Buildings,Electricity,34079.26,0.00,144179263.34,kWh
2010,Municipal,Municipal Buildings,SFPUC Municipal Buildings,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,12489.08,0.00,849804897.00,kWh
2010,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,73387.43,0.00,310480513.83,kWh
2010,Buildings,Commercial & Industrial,PG&E Commercial & Industrial,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,721819.68,0.00,3053805625.00,kWh
2010,Buildings,Direct Access,PG&E Direct Access Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,11455.51,0.00,20141422.20,kWh
2010,Buildings,Direct Access,PG&E Direct Access,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,206964.96,0.00,363892000.00,kWh
2010,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,B100,40.85,3975.69,420707.80,gallons
2010,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,B5,1.84,83.73,8860.72,gallons
2010,Wastewater,Wastewater (Digester Gas),Wastewater (Digester Gas),Stationary,Commercial & Institutional Buildings and Facilities,Sludge gas,100.50,17524.52,321832.77,MMBTU
2010,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,B20,29.38,1335.44,141316.90,gallons
2012,Buildings,Commercial & Industrial,CleanPowerSF Commercial Green Product,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,0.00,kWh
2012,Transportation,Public Transportation,Rail - BART,Transportation,Railways - Bay Area Rapid Transit PG&E,Electricity,0.00,0.00,0.00,kWh
2012,Transportation,Public Transportation,Rail - BART,Transportation,Railways - Bay Area Rapid Transit Other Power Contracts,Electricity,0.00,0.00,0.00,kWh
2012,Transportation,Public Transportation,Bus - Caltrain,Transportation,On-Road Transportation - Caltrain Buses,CNG,0.00,0.00,0.00,gallons
2012,Buildings,Residential,CleanPowerSF Residential SuperGreen Product,Stationary,Residential Buildings,Electricity,0.00,0.00,0.00,kWh
2012,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Renewable CNG,0.00,0.00,0.00,gallons
2012,Buildings,Commercial & Industrial,CleanPowerSF Commercial SuperGreen Product,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,0.00,kWh
2012,Buildings,Commercial & Industrial,CleanPowerSF Commercial Green Product Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,0.00,kWh
2012,Buildings,Residential,CleanPowerSF Residential Green Product,Stationary,Residential Buildings,Electricity,0.00,0.00,0.00,kWh
2012,Buildings,Residential,CleanPowerSF Residential Green Product Electric Power Transmission & Distribution Loss,Stationary,Residential Buildings,Electricity,0.00,0.00,0.00,kWh
2012,Transportation,Public Transportation,Bus - Golden Gate Transit,Transportation,On-Road Transportation - Golden Gate Transit Buses,Renewable Diesel,0.00,0.00,0.00,gallons
2012,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,Renewable Diesel,0.00,0.00,0.00,gallons
2012,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Renewable Diesel,0.00,0.00,0.00,gallons
2012,Buildings,Residential,Other Residential Fuel Usage,Stationary,Commercial & Institutional Buildings and Facilities,"LPGas, Liquid fuel, solid fuel",23655.00,0.00,0.00,mtCO2e
2012,Transportation,Off-Road Equipment,Off-Road Equipment,Stationary,Non-specified Sources,Other Unspecified Fuels,169081.00,0.00,0.00,mtCO2e
2012,Agriculture,Agriculture/Farming,Agriculture/Farming,"Agriculture, Forestry and Other Land Use",Land,Other Unspecified Fuels,5346.90,0.00,0.00,mtCO2e
2012,Agriculture,Agriculture/Farming,Agriculture/Farming,"Agriculture, Forestry and Other Land Use",Land,Animal Waste,83157.54,0.00,0.00,mtCO2e
2012,Agriculture,Agriculture/Farming,Agriculture/Farming,Stationary,"Agriculture, Forestry and Fishing Activities",Other Unspecified Fuels,109.00,0.00,0.00,mtCO2e
2012,Transportation,Diesel - Ships and Boats (non-Ferry),Diesel - Ships and Boats (non-Ferry),Transportation,Waterborne Navigation - non-Ferry,Diesel,537425.07,0.00,0.00,mtCO2e
2012,Buildings,Commercial & Industrial,Additional Stationary Sources,Stationary,Energy Industries,Gas Oil,70.50,0.00,0.00,mtCO2e
2012,Transportation,Cars & Trucks,Cars & Trucks,Transportation,On-road Transportation - Cars and Trucks,Gasoline,1897760.25,0.00,3935735773.95,miles
2012,Landfilled Organics,Landfilled Organics,Landfilled Organics,Waste,Solid Waste Disposal,Solid Waste,180397.53,0.00,428048.00,tons
2012,Buildings,Commercial & Industrial,Steam - NRG,Stationary,Commercial & Institutional Buildings and Facilities,Steam,64223.61,0.00,12101591.25,Therm
2012,Wastewater,Wastewater (Fugitive),Wastewater (Fugitive),Waste,Wastewater Treatment and Discharge,Fugitive Emissions,3953.80,0.00,10405.43,Avg kgN/day
2012,Wastewater,Wastewater (Process),Wastewater (Process),Waste,Wastewater Treatment and Discharge,Process Emissions,877.06,0.00,827420.00,people
2012,Transportation,Public Transportation,Bus - Caltrain,Transportation,On-Road Transportation - Caltrain Buses,Diesel,58.44,0.00,5721.52,gallons
2012,Transportation,Public Transportation,Ferry,Transportation,Waterborne Navigation - Ferry,Diesel,17235.93,0.00,1665312.50,gallons
2012,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Gasoline,18952.83,0.00,2112169.18,gallons
2012,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,Diesel,42026.31,0.00,4114480.30,gallons
2012,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Diesel,9400.15,0.00,93159.10,gallons
2012,Transportation,Public Transportation,Bus - Golden Gate Transit,Transportation,On-Road Transportation - Golden Gate Transit Buses,Diesel,3320.19,0.00,325054.50,gallons
2012,Transportation,Public Transportation,Bus - Caltrain,Transportation,On-Road Transportation - Caltrain Buses,Gasoline,242.77,0.00,27607.58,gallons
2012,Transportation,Public Transportation,Rail - Caltrain,Transportation,Railways - Caltrain,Diesel,11521.72,0.00,1118472.36,gallons
2012,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Propane,97.81,0.00,17119.91,gallons
2012,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,CNG,2653.71,0.00,429418.74,gallons
2012,Municipal,Municipal Buildings,PG&E Municipal Buildings,Stationary,Commercial & Institutional Buildings and Facilities,Natural Gas,111551.36,0.00,20973622.73,Therm
2012,Buildings,Residential,PG&E Residential,Stationary,Residential Buildings,Natural Gas,767434.60,0.00,144291240.00,Therm
2012,Buildings,Commercial & Industrial,PG&E Commercial & Industrial,Stationary,Commercial & Institutional Buildings and Facilities,Natural Gas,548012.88,0.00,115111259.00,Therm
2012,Buildings,Commercial & Industrial,PG&E District,Stationary,Commercial & Institutional Buildings and Facilities,Natural Gas,1064.64,0.00,200172.00,Therm
2012,Buildings,Residential,PG&E Residential Natural Gas Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,216603.90,0.00,3910292.60,Therm
2012,Municipal,Municipal Buildings,PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,21028.54,0.00,379622.57,Therm
2012,Municipal,Municipal Buildings,PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,31484.71,0.00,568385.18,Therm
2012,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,115412.64,0.00,2083513.79,Therm
2012,Buildings,Commercial & Industrial,PG&E District Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,200.70,0.00,3623.11,Therm
2012,Buildings,Residential,PG&E Residential Natural Gas Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,144669.02,0.00,2611671.44,Therm
2012,Buildings,Commercial & Industrial,PG&E District Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,300.49,0.00,5424.66,Therm
2012,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,172800.15,0.00,3119515.12,Therm
2012,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,Electricity,0.00,0.00,92948433.00,kWh
2012,Buildings,Residential,PG&E Residential,Stationary,Residential Buildings,Electricity,283079.60,0.00,1394911340.00,kWh
2012,Transportation,Public Transportation,Rail - BART,Transportation,Railways - Bay Area Rapid Transit Traction,Electricity,57103.41,0.00,283962261.80,kWh
2012,Buildings,Residential,PG&E Residential Electric Power Transmission & Distribution Loss,Stationary,Residential Buildings,Electricity,26539.10,0.00,95411935.66,kWh
2012,Buildings,Commercial & Industrial,PG&E Commercial & Industrial,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,580531.76,0.00,2860645310.00,kWh
2012,Buildings,Direct Access,PG&E Direct Access,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,144495.61,0.00,519482840.50,kWh
2012,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,54425.64,0.00,195668139.20,kWh
2012,Municipal,Municipal Buildings,PG&E Municipal Buildings Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,11.17,0.00,40159.08,kWh
2012,Municipal,Municipal Buildings,SFPUC Municipal Buildings,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,867309595.00,kWh
2012,Buildings,Commercial & Industrial,PG&E District,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,1711.79,0.00,8435060.00,kWh
2012,Municipal,Municipal Buildings,PG&E Municipal Buildings,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,176.67,0.00,587121.00,kWh
2012,Buildings,Direct Access,PG&E Direct Access Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,160.48,0.00,35532626.29,kWh
2012,Buildings,Commercial & Industrial,PG&E District Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,9883.50,0.00,576958.10,kWh
2012,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,B20,97.85,4447.67,470653.20,gallons
2012,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,B5,5.53,251.14,26575.58,gallons
2012,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,B5,1.09,49.41,5228.50,gallons
2012,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,B100,32.38,3151.25,333466.00,gallons
2012,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,B20,16.68,758.25,80238.27,gallons
2012,Wastewater,Wastewater (Digester Gas),Wastewater (Digester Gas),Stationary,Commercial & Institutional Buildings and Facilities,Sludge gas,103.34,18019.38,330920.67,MMBTU
2015,Buildings,Residential,CleanPowerSF Residential Green Product,Stationary,Residential Buildings,Electricity,0.00,0.00,0.00,kWh
2015,Buildings,Commercial & Industrial,CleanPowerSF Commercial Green Product Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,0.00,kWh
2015,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,B100,0.00,0.00,0.00,gallons
2015,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,B5,0.00,0.00,0.00,gallons
2015,Buildings,Residential,CleanPowerSF Residential SuperGreen Product,Stationary,Residential Buildings,Electricity,0.00,0.00,0.00,kWh
2015,Transportation,Public Transportation,Bus - Caltrain,Transportation,On-Road Transportation - Caltrain Buses,CNG,0.00,0.00,0.00,gallons
2015,Buildings,Commercial & Industrial,CleanPowerSF Commercial Green Product,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,0.00,kWh
2015,Buildings,Commercial & Industrial,CleanPowerSF Commercial SuperGreen Product,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,0.00,kWh
2015,Buildings,Residential,CleanPowerSF Residential Green Product Electric Power Transmission & Distribution Loss,Stationary,Residential Buildings,Electricity,0.00,0.00,0.00,kWh
2015,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Renewable CNG,0.00,0.00,0.00,gallons
2015,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,Renewable Diesel,0.00,0.00,0.00,gallons
2015,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Renewable Diesel,0.00,0.00,0.00,gallons
2015,Transportation,Public Transportation,Bus - Golden Gate Transit,Transportation,On-Road Transportation - Golden Gate Transit Buses,Renewable Diesel,0.00,0.00,0.00,gallons
2015,Agriculture,Agriculture/Farming,Agriculture/Farming,"Agriculture, Forestry and Other Land Use",Land,Other Unspecified Fuels,15759.00,0.00,0.00,mtCO2e
2015,Transportation,Diesel - Ships and Boats (non-Ferry),Diesel - Ships and Boats (non-Ferry),Transportation,Waterborne Navigation - non-Ferry,Diesel,443180.00,0.00,0.00,mtCO2e
2015,Transportation,Off-Road Equipment,Off-Road Equipment,Stationary,Non-specified Sources,Other Unspecified Fuels,151117.00,0.00,0.00,mtCO2e
2015,Buildings,Commercial & Industrial,Additional Stationary Sources,Stationary,Energy Industries,Gas Oil,93.30,0.00,0.00,mtCO2e
2015,Agriculture,Agriculture/Farming,Agriculture/Farming,"Agriculture, Forestry and Other Land Use",Land,Animal Waste,82817.19,0.00,0.00,mtCO2e
2015,Buildings,Residential,Other Residential Fuel Usage,Stationary,Commercial & Institutional Buildings and Facilities,"LPGas, Liquid fuel, solid fuel",24048.00,0.00,0.00,mtCO2e
2015,Agriculture,Agriculture/Farming,Agriculture/Farming,Stationary,"Agriculture, Forestry and Fishing Activities",Other Unspecified Fuels,109.00,0.00,0.00,mtCO2e
2015,Transportation,Cars & Trucks,Cars & Trucks,Transportation,On-road Transportation - Cars and Trucks,Gasoline,1858616.88,0.00,3973162571.63,miles
2015,Wastewater,Wastewater (Process),Wastewater (Process),Waste,Wastewater Treatment and Discharge,Process Emissions,916.70,0.00,864816.00,people
